company_name,ticker,country,exchange,currency,source,source_sector,source_industry,research_sector,market_cap,research_status,target_price,target_currency,last_report_date,active,source_status,first_seen,last_seen,review_note
AEVEX Corp.,AVEX,United States,NYSE,USD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,2114506587.2116783,UNDEFINED,,USD,,TRUE,PRESENT,2026-08-18,2026-09-25,
AECC Aero Science And Technology Co Ltd. Class A,600391,China,SSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,2112168572.79804,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Bodycote plc,21T,United Kingdom,MUN,EUR,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,2095110951.879,UNDEFINED,,EUR,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
Cirrus Aircraft Limited,2507,United States,HKEX,HKD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1968430537.8454502,UNDEFINED,,HKD,,TRUE,PRESENT,2026-08-18,2026-09-25,
Chemring Group PLC,CHG,United Kingdom,LSE,GBX,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1954037517.2480001,UNDEFINED,,GBX,,TRUE,PRESENT,2026-08-18,2026-09-25,
"China Marine Information Electronics Co., Ltd. Class A",600764,China,SSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1945373059.2895198,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Montana Aerospace AG,AERO,Switzerland,SIX,CHF,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1898690052.76,UNDEFINED,,CHF,,FALSE,REMOVED,2026-08-18,2026-08-30,Removed from source universe on 2026-09-06; review before deletion.
"Ligeance Aerospace Technology Co., Ltd. Class A",000697,China,SZSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1884942812.19906,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Aerospace Industrial Development Corp.,2634,Taiwan,TWSE,TWD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1848355249.2030113,UNDEFINED,,TWD,,FALSE,PRESENT,2026-08-18,2026-09-25,
Montana Aerospace AG,872,Switzerland,BX,CHF,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1820522610.9444,UNDEFINED,,CHF,,FALSE,REMOVED,2026-08-18,2026-09-23,Removed from source universe on 2026-09-24; review before deletion.
AVIO SPA,AVVOF,Italy,OTC,USD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1803295463.7268958,UNDEFINED,,USD,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
Magellan Aerospace Corporation,A0Q27W,Canada,LSX,EUR,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1759269975.1347,UNDEFINED,,EUR,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
"North Electro-Optic Co., Ltd. Class A",600184,China,SSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1757449734.63372,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Aequs Ltd.,AEQUS,India,BSE,INR,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1753679366.9141421,UNDEFINED,,INR,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
"Xi'an Triangle Defense Co., Ltd. Class A",300775,China,SZSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1708424182.53144,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Aequs Ltd.,AEQUS,India,NSE,INR,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1703992450.11513,UNDEFINED,,INR,,TRUE,PRESENT,2026-08-18,2026-09-25,
Kraken Robotics Inc,PNG,Canada,NEO,CAD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1672051027.0422,UNDEFINED,,CAD,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
Senior plc,852271,United Kingdom,LSX,EUR,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1645505582.787,UNDEFINED,,EUR,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
"Beijing Highlander Digital Technology Co., Ltd. Class A",300065,China,SZSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1638263712.8543398,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Senior plc,SNR,United Kingdom,LSE,GBX,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1629470879.588,UNDEFINED,,GBX,,TRUE,PRESENT,2026-08-18,2026-09-25,
Beijing LeiKe Defense Technology Co Ltd Class A,002413,China,SZSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1567327632.26256,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Avio SpA,AVIO,Italy,MIL,EUR,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1523004624.0886102,UNDEFINED,,EUR,,TRUE,PRESENT,2026-08-18,2026-09-25,
Electro Optic Systems Holdings Limited,EOS,Australia,ASX,AUD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1450036344.8820899,UNDEFINED,,AUD,,FALSE,REMOVED,2026-08-18,2026-09-17,Removed from source universe on 2026-09-18; review before deletion.
"Beijing Beimo High-tech Frictional Material Co., Ltd. Class A",002985,China,SZSE,CNY,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1376770459.89546,UNDEFINED,,CNY,,TRUE,PRESENT,2026-08-18,2026-09-25,
Magellan Aerospace Corporation,MAL,Canada,TSX,CAD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1371935672.2248,UNDEFINED,,CAD,,TRUE,PRESENT,2026-08-18,2026-09-25,
Electro Optic Systems Holdings Ltd.,EOPSF,Australia,OTC,USD,TRADINGVIEW_SCREENER,Electronic Technology,Aerospace & Defense,DEFENSE,1355708773.9539552,UNDEFINED,,USD,,FALSE,REMOVED,2026-08-18,2026-08-18,Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-18; review before deletion. | Removed from source universe on 2026-08-20; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-23; review before deletion. | Removed from source universe on 2026-08-24; review before deletion. | Removed from source universe on 2026-08-25; review before deletion. | Removed from source universe on 2026-08-26; review before deletion. | Removed from source universe on 2026-08-27; review before deletion. | Removed from source universe on 2026-08-30; review before deletion. | Removed from source universe on 2026-09-06; review before deletion.
